0.000000000000000000e+00,2.015000000000000000e+03,1.000000000000000000e+00,2.630000000000000000e+02,6.200000000000000000e+01,1.000000000000000021e-02,7.127962361999999530e+01,6.500000000000000000e+01,1.154000000000000000e+03,1.910000000000000142e+01,8.300000000000000000e+01,6.000000000000000000e+00,8.160000000000000142e+00,6.500000000000000000e+01,1.000000000000000056e-01,5.842592100000000528e+02,3.373649400000000000e+07,1.719999999999999929e+01,1.730000000000000071e+01,4.789999999999999813e-01,1.009999999999999964e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.014000000000000000e+03,1.000000000000000000e+00,2.710000000000000000e+02,6.400000000000000000e+01,1.000000000000000021e-02,7.352358168000000660e+01,6.200000000000000000e+01,4.920000000000000000e+02,1.860000000000000142e+01,8.600000000000000000e+01,5.800000000000000000e+01,8.179999999999999716e+00,6.200000000000000000e+01,1.000000000000000056e-01,6.126965139999999792e+02,3.275820000000000000e+05,1.750000000000000000e+01,1.750000000000000000e+01,4.759999999999999787e-01,1.000000000000000000e+01,-1.000000000000000000e+00
0.000000000000000000e+00,2.013000000000000000e+03,1.000000000000000000e+00,2.680000000000000000e+02,6.600000000000000000e+01,1.000000000000000021e-02,7.321924271999999689e+01,6.400000000000000000e+01,4.300000000000000000e+02,1.810000000000000142e+01,8.900000000000000000e+01,6.200000000000000000e+01,8.130000000000000782e+00,6.400000000000000000e+01,1.000000000000000056e-01,6.317449759999999515e+02,3.173168800000000000e+07,1.769999999999999929e+01,1.769999999999999929e+01,4.699999999999999734e-01,9.900000000000000355e+00,-1.000000000000000000e+00
0.000000000000000000e+00,2.012000000000000000e+03,1.000000000000000000e+00,2.720000000000000000e+02,6.900000000000000000e+01,1.000000000000000021e-02,7.818421530000000530e+01,6.700000000000000000e+01,2.787000000000000000e+03,1.760000000000000142e+01,9.300000000000000000e+01,6.700000000000000000e+01,8.519999999999999574e+00,6.700000000000000000e+01,1.000000000000000056e-01,6.699589999999999463e+02,3.696958000000000000e+06,1.789999999999999858e+01,1.800000000000000000e+01,4.630000000000000226e-01,9.800000000000000711e+00,-1.000000000000000000e+00
0.000000000000000000e+00,2.011000000000000000e+03,1.000000000000000000e+00,2.750000000000000000e+02,7.100000000000000000e+01,1.000000000000000021e-02,7.097108702999999963e+00,6.800000000000000000e+01,3.013000000000000000e+03,1.719999999999999929e+01,9.700000000000000000e+01,6.800000000000000000e+01,7.870000000000000107e+00,6.800000000000000000e+01,1.000000000000000056e-01,6.353723099999999846e+01,2.978599000000000000e+06,1.819999999999999929e+01,1.819999999999999929e+01,4.540000000000000147e-01,9.500000000000000000e+00,-1.000000000000000000e+00
0.000000000000000000e+00,2.010000000000000000e+03,1.000000000000000000e+00,2.790000000000000000e+02,7.400000000000000000e+01,1.000000000000000021e-02,7.967936736000000053e+01,6.600000000000000000e+01,1.989000000000000000e+03,1.669999999999999929e+01,1.020000000000000000e+02,6.600000000000000000e+01,9.199999999999999289e+00,6.600000000000000000e+01,1.000000000000000056e-01,5.533289399999999887e+02,2.883167000000000000e+06,1.839999999999999858e+01,1.839999999999999858e+01,4.480000000000000093e-01,9.199999999999999289e+00,-1.000000000000000000e+00
0.000000000000000000e+00,2.009000000000000000e+03,1.000000000000000000e+00,2.810000000000000000e+02,7.700000000000000000e+01,1.000000000000000021e-02,5.676221681999999902e+01,6.300000000000000000e+01,2.861000000000000000e+03,1.619999999999999929e+01,1.060000000000000000e+02,6.300000000000000000e+01,9.419999999999999929e+00,6.300000000000000000e+01,1.000000000000000056e-01,4.458932978999999932e+02,2.843310000000000000e+05,1.860000000000000142e+01,1.869999999999999929e+01,4.339999999999999969e-01,8.900000000000000355e+00,-1.000000000000000000e+00
0.000000000000000000e+00,2.008000000000000000e+03,1.000000000000000000e+00,2.870000000000000000e+02,8.000000000000000000e+01,2.999999999999999889e-02,2.587392536000000121e+01,6.400000000000000000e+01,1.599000000000000000e+03,1.569999999999999929e+01,1.100000000000000000e+02,6.400000000000000000e+01,8.330000000000000071e+00,6.400000000000000000e+01,1.000000000000000056e-01,3.733611162999999920e+02,2.729431000000000000e+06,1.880000000000000071e+01,1.889999999999999858e+01,4.329999999999999960e-01,8.699999999999999289e+00,-1.000000000000000000e+00
0.000000000000000000e+00,2.007000000000000000e+03,1.000000000000000000e+00,2.950000000000000000e+02,8.200000000000000000e+01,2.000000000000000042e-02,1.091015598000000075e+01,6.300000000000000000e+01,1.141000000000000000e+03,1.519999999999999929e+01,1.130000000000000000e+02,6.300000000000000000e+01,6.730000000000000426e+00,6.300000000000000000e+01,1.000000000000000056e-01,3.698357960000000162e+02,2.661679200000000000e+07,1.900000000000000000e+01,1.910000000000000142e+01,4.149999999999999800e-01,8.400000000000000355e+00,-1.000000000000000000e+00
0.000000000000000000e+00,2.006000000000000000e+03,1.000000000000000000e+00,2.950000000000000000e+02,8.400000000000000000e+01,2.999999999999999889e-02,1.717151751000000104e+01,6.400000000000000000e+01,1.990000000000000000e+03,1.469999999999999929e+01,1.160000000000000000e+02,5.800000000000000000e+01,7.429999999999999716e+00,5.800000000000000000e+01,1.000000000000000056e-01,2.725637699999999768e+02,2.589345000000000000e+06,1.919999999999999929e+01,1.930000000000000071e+01,4.050000000000000266e-01,8.099999999999999645e+00,-1.000000000000000000e+00
